fid,DOI,저자,연도,제목,데이터베이스,검토자1,검토자2,마지막검토일,중복여부,포함여부,배제사유키워드,배제사유내용,다음단계여부
86,10.18502/japh.v10i3.19594,"Esringü, A.|Karadag, R.|Samanci, Ö.N.",2025,Investigation of the effect of green areas on urban air quality in a park in Erzurum with I-Tree Canopy,Scopus,,,,N,N,열환경 지표 아님,도시 공원에서 녹지 수관피복을 평가했으나 결과가 미세먼지 제거와 탄소격리와 경제적 가치 등 대기질 중심이며 도시 온열환경 지표를 다루지 않아 제외,배제
87,10.3390/land14061274,"Olgun, R.|Karakuş, N.|Selim, S.|Yilmaz, T.|Erdoǧan, R.|Aklıbaşında, M.|Donmez, B.|Çakır, M.|Ardahanlıoğlu, Z.R.",2025,"Impacts of Landscape Composition on Land Surface Temperature in Expanding Desert Cities: A Case Study in Arizona, USA",Scopus,,,,N,Y,N/A,N/A,진행
88,10.31018/jans.v17i2.6477,"Mohammad, M.|Khan, M.N.|Ganiyeva, S.|Odinaevich, A.B.|Ali, D.",2025,"Estimating extreme heat event over New Delhi Region, India using Satellite Data",Scopus,,,,N,N,"""녹지 변수 미흡""","""도시지역(델리)에서 LST·UHI를 위성으로 분석하였으나, 녹지 형태·구성 변수의 정량적 분석이 핵심 주제로 다뤄지지 않음(녹지/NDVI 등 공간구성 지표를 주요 독립변수로 사용하지 않음)""",배제
89,10.3390/su17115107,"Rahman, M.R.|Mark, B.G.",2025,"Geospatial Analysis of Urban Warming: A Remote Sensing and GIS-Based Investigation of Winter Land Surface Temperature and Biophysical Composition in Rajshahi City, Bangladesh",Scopus,,,,N,Y,N/A,N/A,진행
90,10.3390/su17114874,"Liu, H.|Qian, Y.",2025,"Multi-Scale Analysis of Green Space Patterns in Thermal Regulation Using Boosted Regression Tree Model: A Case Study in Central Urban Area of Shijiazhuang, China",Scopus,,,,N,Y,N/A,N/A,진행
91,10.3390/rs17111818,"Iqbal, A.|Soni, L.|Qazi, A.W.|Nazir, H.",2025,Utilizing Remote Sensing for Sponge City Development: Enhancing Flood Management and Urban Resilience in Karachi,Scopus,,,,N,N,"""열환경 지표 미포함/결과=홍수위험""","""도시지역(카라치)이며 녹지·블루그린 인프라를 다루지만, 연구의 주요 결과는 AHP 기반 홍수위험 평가 및 지도화로서 지표온도·열섬강도·보행자 열쾌적성 등 도시 온열환경 지표를 측정·분석하지 않음""",배제
92,10.1016/j.uclim.2025.102493,"Bhattarai, S.|Banjara, P.|Pandey, V.P.|Aryal, A.|Pradhan, P.|Al-Douri, F.|Pradhan, N.R.|Talchabhadel, R.",2025,"Quantifying the cooling effects of blue-green spaces across urban landscapes: A case study of Kathmandu Valley, Nepal",Scopus,,,,N,Y,N/A,N/A,진행
93,10.1007/s11252-025-01740-4,"Zhu, W.|Wu, B.|Zhang, M.|Zhang, L.|Xing, X.|Li, S.",2025,"Intra-urban spatial heterogeneity of autumn leaf senescence: effects of land-use composition on tree phenology in Wuhan, China",Scopus,,,,N,N,결과변수-페노로지/열지표-매개,도시지역과 녹지구성은 다루지만 주요 결과는 단풍과 낙엽 시기 등 페노로지이며 열환경 지표는 주 결과가 아니라 매개로 사용되어 포함 기준 미충족,배제
94,10.1007/s10708-025-11347-z,"Barman, S.|Sarkar, B.C.|Roy, R.",2025,"Seasonal contrast of potential drivers of land surface temperature in urban areas of Siliguri, India",Scopus,,,,N,Y,N/A,N/A,진행
95,10.1016/j.scs.2025.106427,"Liu, Y.|Li, G.",2025,"Inequities in thermal comfort and urban blue-green spaces cooling: An explainable machine learning study across residents of different socioeconomic statuses in Hangzhou, China",Scopus,,,,N,Y,N/A,N/A,진행
96,10.1016/j.scs.2025.106434,"Niu, J.|Wang, H.|Guo, H.|Qin, H.|Yan, J.|Ye, L.|Liu, Z.|Han, G.",2025,"Identifying thresholds of landscape indicators in suitable green space buffer zones based on thermal sensation categories during summer: Empirical study in Chongqing, China",Scopus,,,,N,Y,N/A,N/A,진행
97,10.1016/j.jclepro.2025.145580,"Bi, S.|Tian, Z.|Zhang, Y.|Dai, F.",2025,"The role of urban green space morphology and threshold in cooling efficiency: Evidence from five cities, China",Scopus,,,,N,Y,N/A,N/A,진행
98,10.1007/s00484-025-02900-z,"Lin, Z.-E.|Wang, S.-Y.|Hung, K.-A.|Hsieh, C.-J.|Lin, T.-P.",2025,"The influence of shading facilities on outdoor thermal comfort, pedestrian walking speed, and indoor satisfaction",Scopus,,,,N,N,비녹지-인공차양연구,도시 맥락에서 열쾌적성은 다루나 독립변수가 녹지 형태나 구성 변수가 아닌 인공 차양시설이며 녹지 관련 분석이 아님,배제
99,10.1016/j.scs.2025.106410,"Lu, Y.|Wu, J.|Liu, M.",2025,Decoding the cooling potential of urban green spaces: A cross-city investigation of driving factors in 311 Chinese cities under varying climate zones,Scopus,,,,N,Y,N/A,N/A,진행
100,10.1016/j.scs.2025.106396,"Gao, J.|Qu, L.|Wu, W.",2025,Spatial-temporal variation of surface temperature and cold island network construction in the Yangtze River delta urban agglomeration: Perspectives from current and future scenarios,Scopus,,,,N,Y,N/A,N/A,진행
101,10.1016/j.scs.2025.106374,"An, L.|Hang, J.|Zhao, Y.|Zeng, L.|Dong, H.|Zhao, Y.|Zhao, N.",2025,Cooling effects of tree transpiration: A CFD simulation study on heterogeneous tree canopy configurations (TCCs),Scopus,,,,N,Y,N/A,N/A,진행
102,10.1016/j.buildenv.2025.112890,"Jia, K.|Zhou, L.|Gao, H.|Sun, Q.",2025,A theoretical framework for identifying ventilation corridors in megacity building clusters using coupled least-cost path and A* algorithms,Scopus,,,,N,N,녹지변수아님 열환경지표아님,도시지역 연구이나 주제는 환기회랑 알고리즘과 건축물 및 공기흐름 비용에 초점이며 녹지 형태 또는 구성 변수 연구가 아님 또한 결과변수는 환기 성능과 비용 및 경로 식별로 열섬이나 지표온도 등 도시 온열환경 지표를 직접 측정하지 않음,배제
103,10.1016/j.landurbplan.2025.105314,"Wu, Z.|Wang, Y.|Ren, Y.",2025,Optimizing green space-building landscape characteristics of key urban functional zones for comprehensive thermal environment mitigation,Scopus,,,,N,Y,N/A,N/A,진행
104,10.18280/ijsdp.200533,"Hasyim, A.W.|Muljo Sukojo, B.M.|Fatahillah, E.R.|Anggraini, I.A.|Isdianto, A.",2025,"Assessing the Impact of Population Density and Land Use on Land Surface Temperature for Sustainable Urban Planning in Malang City, Indonesia",Scopus,,,,N,Y,N/A,N/A,진행
105,10.3390/atmos16050527,"Li, Y.|Wang, W.|Li, X.|Liao, W.|Li, X.",2025,"Diurnal Variations in Greenspace Cooling Efficiency and Their Non-Linear Responses to Meteorological Change: Hourly Analysis of Air Temperature in Changsha, China",Scopus,,,,N,Y,N/A,N/A,진행
106,10.3390/f16050799,"Li, W.|Pan, P.|Fang, D.|Guo, C.",2025,Effects of Plant Communities in Urban Green Spaces on Microclimate and Thermal Comfort,Scopus,,,,N,Y,N/A,N/A,진행
107,10.3390/f16050783,"Cui, X.|Sun, M.|Chen, Z.|Li, M.|Zhang, X.",2025,"Deep Learning-Based Urban Tree Species Mapping with High-Resolution Pléiades Imagery in Nanjing, China",Scopus,,,,N,N,온열지표없음,도시지역과 녹지(수종) 매핑 연구이지만 결과변수가 분류정확도·강건성으로 한정되어 지표온도·열섬강도·열쾌적성 등 도시 온열환경 지표를 다루지 않음,배제
108,10.3390/su17104671,"Bao, H.|Sun, Y.|Gu, L.|Yang, X.|Nurmamat, K.|Yao, H.",2025,Comparative Performance of a Field-Based Assessment of Human Thermal Comfort Indices in Urban Green Space,Scopus,,,,N,Y,N/A,N/A,진행
109,10.3390/su17104347,"Zhang, Y.|Shi, G.|Feng, Z.|Zheng, E.|Chen, C.|Li, X.|Yu, D.|Zhang, Y.",2025,Study on the Relationship Between 3D Landscape Patterns and Residents’ Comfort in Urban Multi-Unit High-Rise Residential Areas: A Case Study of High-Density Inland City,Scopus,,,,N,Y,N/A,N/A,진행
110,10.3390/su17094156,"Yang, H.|Zeng, H.",2025,Impact of Changes in Blue and Green Spaces on the Spatiotemporal Evolution of the Urban Heat Island Effect in Ningbo and Its Implications for Sustainable Development,Scopus,,,,N,Y,N/A,N/A,진행
111,10.3390/buildings15091562,"Hedeya, Y.|Merabtine, A.|Maref, W.",2025,"Evaluating the Urban Heat Island Effect in Montreal: Urban Density, Vegetation, Demographic, and Thermal Landscape Analysis",Scopus,,,,N,Y,N/A,N/A,진행
112,10.1016/j.ecolind.2025.113489,"Liu, H.|An, W.|Przybysz, A.|Hao, D.|Sun, Y.|Song, J.|Sui, J.|Sun, J.|Zhu, C.",2025,Multivariate geostatistical methods for analysing the contribution of urban lakes and neighbouring greenery to mitigating PM2.5 under stressor indicators,Scopus,,,,N,N,결과변수 부적합(PM2.5·열환경 지표 아님),"도시지역과 블루-그린 인프라를 다루지만 주요 결과변수가 PM2.5 제거로 도시 온열환경 지표(예: LST, UHI, 열쾌적성)가 아님(LST는 스트레스 지표로만 사용)",배제
113,10.1016/j.scs.2025.106369,"Xu, H.|Zhang, S.|Wu, C.",2025,Revealing the impact of urban land use patterns on land surface temperature through graph attention networks,Scopus,,,,N,N,녹지형태구성 아님,도시와 지표온도는 해당하나 연구 초점이 녹지 형태나 구성 변수가 아니라 토지이용 전반과 필지 간 상호작용 분석임,배제
114,10.1016/j.scs.2025.106337,"Ramsay, E.E.|Wang, Y.|Masoudi, M.|Chai, M.W.|Yin, T.|Hamel, P.",2025,Assessing a decision-support tool to estimate the cooling potential and economic savings from urban vegetation in Singapore,Scopus,,,,N,Y,N/A,N/A,진행
115,10.1016/j.scs.2025.106352,"Xu, J.|Jin, Y.|Ling, Y.|Sun, Y.|Wang, Y.",2025,Exploring the seasonal impacts of morphological spatial pattern of green spaces on the urban heat island,Scopus,,,,N,Y,N/A,N/A,진행
116,10.1016/j.ufug.2025.128794,"Silveira, C.|Pistón, N.|Martinez-Lopez, J.|Alcaraz-Segura, D.|Postma, T.|López-Torralbo, J.M.|Zamora, R.",2025,"Identifying priority heat-risk areas in Granada, Spain, using InVEST and landscape metrics",Scopus,,,,N,Y,N/A,N/A,진행
117,10.1016/j.eti.2025.104164,"Thi Hang, H.|Alshayeb, M.J.",2025,Technological innovations in urbanization and land surface temperature analysis: A remote sensing and machine learning case study of Delhi,Scopus,,,,N,N,녹지형태변수아님,도시를 대상으로 LST/UHI를 분석하지만 주요 설명변수는 LULC와 도시화 분절도 지표(LPI·LSI·FD 등)이며 녹지의 형태·구성 변수를 중심으로 다루지 않아 제외합니다.,배제
118,10.1016/j.ufug.2025.128785,"Li, R.|Bai, Z.|Ye, C.|Ablameyko, S.|Ye, S.",2025,Urban green space vegetation height modeling and intelligent classification based on UAV multi-spectral and oblique high-resolution images,Scopus,,,,N,N,열환경지표없음,도시 지역의 녹지 분류·수고 추정에 초점이며 성능지표(정확도·MAE)만 보고하고 지표온도·열섬강도·열쾌적성 등 도시 온열환경 지표를 결과변수로 다루지 않아 제외함.,배제
119,10.1016/j.jag.2025.104482,"Mekhloufi, N.|Aquilino, M.|Baziz, A.|Richiardi, C.|Adamo, M.",2025,Free satellite data and open-source tools for urban green spaces and temperature pattern analysis in Algiers,Scopus,,,,N,Y,N/A,N/A,진행
120,10.1016/j.buildenv.2025.112768,"Dong, X.|Feng, X.|He, B.-J.",2025,Dual potential of Garden Rooftop Farms for heat island mitigation and spatial productivity,Scopus,,,,N,Y,N/A,N/A,진행
121,10.1016/j.enbuild.2025.115470,"Rashtian, Z.|Tabatabaei Manesh, M.|Tahsildoost, M.|Zomorodian, Z.S.",2025,Data-driven real-time visualization of urban heat islands using mean radiant temperature for urban design,Scopus,,,,N,Y,N/A,N/A,진행
122,10.1016/j.scs.2025.106302,"Deng, Y.|Kong, X.|Zhou, H.",2025,Field measurement and CFD simulation study on UHI in high-density blocks of Shanghai based on street canyons,Scopus,,,,N,N,녹지구성 변수 비중심,도시 블록의 UHI를 측정 및 시뮬레이션하였으나 주요 독립변수는 일사 풍속 풍향 및 가로협곡 특성이며 녹지 형태나 구성 변수를 체계적으로 다루지 않아 포함 기준에 부합하지 않음,배제
123,10.1016/j.cities.2025.105765,"Sheng, Q.|Ji, Y.|Jia, C.|Jiang, L.|Li, C.|Huang, Z.|Ma, C.|Zhang, X.|Chen, H.|Wang, T.|Zhu, Y.|Zhu, Z.",2025,Differential effects of cooling and humidification in urban green spaces and thresholds of vegetation community structure parameters: A case study of the Yangtze River Delta region,Scopus,,,,N,Y,N/A,N/A,진행
124,10.18280/ijsdp.200425,"Hasyim, A.W.|Anggraini, I.A.|Usman, F.|Isdianto, A.",2025,Evaluating Urban Heat Island Effects in Malang City Parks Using UAV and OBIA Technologies,Scopus,,,,N,Y,N/A,N/A,진행
125,10.3390/land14040663,"Şahin, M.T.|Hadimli, H.|Çakır, Ç.|Yasak, Ü.|Genişyürek, F.",2025,"The Role of Urban Landscape on Land Surface Temperature: The Case of Muratpaşa, Antalya",Scopus,,,,N,Y,N/A,N/A,진행
126,10.3390/land14040771,"Feng, Y.|Wu, G.|Ge, S.|Feng, F.|Li, P.",2025,Identification of Key Drivers of Land Surface Temperature Within the Local Climate Zone Framework,Scopus,,,,N,Y,N/A,N/A,진행
127,10.3390/su17083655,"Tian, H.|Chen, S.|Zhang, G.|Hu, C.|Zhang, W.|Feng, J.|Hong, T.|Yu, H.",2025,Research on Microclimate Influencing Factors and Thermal Comfort Improvement Strategies in Old Residential Areas in the Post-Urbanization Stage,Scopus,,,,N,Y,N/A,N/A,진행
128,10.3390/su17073026,"Xi, H.|Li, Y.|Hou, W.",2025,Impact of Environmental Factors on Summer Thermal Comfort of Ribbon Waterfront Park in Hot Summer and Cold Winter Regions: A Case Study of Hefei,Scopus,,,,N,Y,N/A,N/A,진행
129,10.3390/buildings15071170,"Hong, T.|Huang, X.|Lv, Q.|Zhao, S.|Wang, Z.|Yang, Y.",2025,Thermal Mitigation in Coastal Cities: Marine and Urban Morphology Effects on Land Surface Temperature in Xiamen,Scopus,,,,N,Y,N/A,N/A,진행
130,10.1016/j.ecolind.2025.113390,"Zhang, J.|Hong, S.|Chen, B.|Wu, S.",2025,"Multiscale synergistic effects of urban green space morphology on heat-pollution: A case study of Guangdong-Hong Kong-Macao Greater Bay Area, China",Scopus,,,,N,Y,N/A,N/A,진행
131,10.3390/su17052275,"Wang, Y.|Ren, Y.",2025,Cooling Efficiency of Urban Green Spaces Across Functional Zones: Mitigating Heat Island Effects Through Spatial Configuration,Scopus,,,,N,Y,N/A,N/A,진행
132,10.1016/j.uclim.2025.102367,"Sun, X.|Fang, P.|Huang, S.|Liang, Y.|Zhang, J.|Wang, J.",2025,Impact of urban green space morphology and vegetation composition on seasonal land surface temperature: a case study of Beijing's urban core,Scopus,,,,N,Y,N/A,N/A,진행
133,10.1016/j.ecolind.2025.113288,"Zhang, L.|Bagan, H.|Chen, C.|Yoshida, T.",2025,Exploring the impact of urban morphology on river cooling effects: A case study of the Arakawa river in Tokyo,Scopus,,,,N,Y,N/A,N/A,진행
134,10.1016/j.scs.2025.106204,"Liu, Z.|Zhang, S.",2025,Exploring the relationship between urban green development and heat island effect within the Yangtze River Delta Urban Agglomeration,Scopus,,,,N,N,녹지형태변수아님,도시 대상이며 UHIE를 다루지만 독립변수가 공원·식생의 형태/구성 지표가 아닌 ‘녹색발전(정책·생산·생활 등)’ 복합지표이므로 “녹지 형태/구성 변수” 기준에 부합하지 않음.,배제
135,10.1016/j.scs.2025.106215,"Raj, S.|Yerim, L.|Yun, G.Y.|Santamouris, M.",2025,Contrasting urban heat disparities across income levels in Seoul and London,Scopus,,,,N,Y,N/A,N/A,진행
136,10.1016/j.jenvman.2025.124446,"Lopes, H.S.|Vidal, D.G.|Cherif, N.|Silva, L.|Remoaldo, P.C.",2025,"Green infrastructure and its influence on urban heat island, heat risk, and air pollution: A case study of Porto (Portugal)",Scopus,,,,N,Y,N/A,N/A,진행
137,10.1016/j.buildenv.2025.112622,"Chen, J.|Shi, X.|Shi, Y.|Delina, L.L.",2025,Assessing heat vulnerability risk of Jinan and Guangzhou's older populations based on multisource remote sensing data,Scopus,,,,N,N,"""결과변수-열취약성","주제-취약성평가, NDVI보조"",""도시지역을 대상으로 하나 핵심 주제는 노인 열취약성 평가이며, 녹지 형태/구성은 보조 변수로만 활용되고 결과변수도 지표온도·열섬·열쾌적성이 아닌 취약성 지수이므로 제외""",배제
138,10.1016/j.rineng.2024.103660,"Ghasaban, M.|Mirjalili, P.|Yeganeh, M.",2025,Integration of building envelope with open spaces and greenery to enhance thermal and visual comfort and energy efficiency in office buildings,Scopus,,,,N,N,건물단위·실내지표·도시스케일아님,도시지역 대상이 아니라 단일 사무용 건물의 내부 개방공간·녹지 배치와 옥상녹화가 PMV 글레어 에너지에 미치는 영향을 평가함 도시 열환경 지표나 도시 스케일 분석을 다루지 않아 제외,배제
139,10.1177/09754253251331938,"Ekanayaka, N.|Kankanamge, N.|Kangana, N.|Goonetilleke, A.",2025,"The Impact of Urban Ventilation Corridors on Land Surface Temperature: A Temporal Multisource Spatial Analysis of Colombo, Sri Lanka",Scopus,,,,N,N,녹지 변수 아님,도시 지역과 LST를 다루지만 주요 노출은 통풍회랑과 건축 형태/밀도이며 녹지 형태·구성 변수를 정량적으로 다루지 않아 포함 기준(녹지 변수) 미충족,배제
140,10.3390/land14030620,"Cotlier, G.I.|Jiménez, J.C.|Sobrino, J.A.",2025,Turbulence Theory for the Characterization of the Surface Urban Heat Island Signature,Scopus,,,,N,N,녹지변수아님,도시를 대상으로 LST와 SUHI 스펙트럼을 분석하지만 연구 주제가 녹지 형태 또는 구성 변수가 아니며 2차원 난류 이론 검증에 초점임. 녹지 관련 내용은 제안 수준일 뿐 분석 변수 아님,배제
141,10.3390/land14030645,"Zeng, W.|Yang, K.|Zhang, S.|Bi, C.|Liu, J.|Yang, X.|Rao, Y.|Ma, Y.",2025,Configuration of Green–Blue–Grey Spaces for Efficient Cooling of Urban Physical and Perceptual Thermal Environments,Scopus,,,,N,Y,N/A,N/A,진행
142,10.69554/MABH2135,"Sethupathy, D.|Sarathchandran, R.|Rana, D.P.",2025,Exploring the efficiency of indirect green façades with native plants to lower rising façade temperatures: A way to improve urban living in tropical regions,Scopus,,,,N,Y,N/A,N/A,진행
143,10.1016/j.scs.2025.106170,"Mosca, F.|Calbi, M.|Roccotiello, E.|Perini, K.",2025,A computational approach to assess the effects of ecological building envelopes on outdoor thermal comfort,Scopus,,,,N,Y,N/A,N/A,진행
